university,program,department,degree,city,state,country,intake_term,deadline,application_fee,fee_waiver,portal_url,gre_required,gre_scores,toefl_min,ielts_min,min_gpa,transcript_eval,other_requirements,tuition_per_year,funding_type,funding_notes,research_areas,professors,lab_url,status,date_added,notes
Stanford University,MS in Computer Science (AI track),Department of Computer Science,MS,Stanford,CA,USA,Fall 2027,2026-12-03,$125,,,optional,,100,,,,,"$62,000","RA, TA",,"NLP, machine learning, information retrieval",,,researching,2026-08-22,
